,title,song_id,main_artist
1162,Blank Space (Taylor's Version),Blank Space (Taylor's Version) — Taylor Swift,Taylor Swift
1163,Welcome To New York (Taylor's Version),Welcome To New York (Taylor's Version) — Taylor Swift,Taylor Swift
1164,Out Of The Woods (Taylor's Version),Out Of The Woods (Taylor's Version) — Taylor Swift,Taylor Swift
1165,All You Had To Do Was Stay (Taylor's Version),All You Had To Do Was Stay (Taylor's Version) — Taylor Swift,Taylor Swift
1166,Shake It Off (Taylor's Version),Shake It Off (Taylor's Version) — Taylor Swift,Taylor Swift
1167,New Romantics (Taylor's Version),New Romantics (Taylor's Version) — Taylor Swift,Taylor Swift
1168,Clean (Taylor's Version),Clean (Taylor's Version) — Taylor Swift,Taylor Swift
1169,I Wish You Would (Taylor's Version),I Wish You Would (Taylor's Version) — Taylor Swift,Taylor Swift
1170,I Know Places (Taylor's Version),I Know Places (Taylor's Version) — Taylor Swift,Taylor Swift
1171,Wonderland (Taylor's Version),Wonderland (Taylor's Version) — Taylor Swift,Taylor Swift
1172,How You Get The Girl (Taylor's Version),How You Get The Girl (Taylor's Version) — Taylor Swift,Taylor Swift
1173,This Is Halloween,This Is Halloween — The Citizens of Halloween,The Citizens of Halloween
1174,You Are In Love (Taylor's Version),You Are In Love (Taylor's Version) — Taylor Swift,Taylor Swift
1175,World On Fire,World On Fire — Nate Smith,Nate Smith
1176,Mr. Take Ya B*tch,Mr. Take Ya B*tch — Lil Mabu & chriseanrock,Lil Mabu
1177,Standing Next To You,Standing Next To You — Jung Kook,Jung Kook
1178,Now And Then,Now And Then — The Beatles,The Beatles
1179,Cobra,Cobra — Megan Thee Stallion,Megan Thee Stallion
1180,Harley Quinn,Harley Quinn — Fuerza Regida & Marshmello,Fuerza Regida
1181,Can't Catch Me Now,Can't Catch Me Now — Olivia Rodrigo,Olivia Rodrigo
1182,Bleed,Bleed — The Kid LAROI,The Kid LAROI
1183,We Don't Fight Anymore,We Don't Fight Anymore — Carly Pearce Featuring Chris Stapleton,Carly Pearce
1184,Lovin On Me,Lovin On Me — Jack Harlow,Jack Harlow
1185,Houdini,Houdini — Dua Lipa,Dua Lipa
1186,Northern Attitude,Northern Attitude — Noah Kahan With Hozier,Noah Kahan
1187,LALALALA,LALALALA — Stray Kids,Stray Kids
1188,Smurk Carter,Smurk Carter — Lil Durk,Lil Durk
1189,Different 'Round Here,Different 'Round Here — Riley Green Featuring Luke Combs,Riley Green
1190,Better Than Ever,Better Than Ever — YoungBoy Never Broke Again & Rod Wave,YoungBoy Never Broke Again
1191,Soak City (Do It),Soak City (Do It) — 310babii,310babii
1192,You Broke My Heart,You Broke My Heart — Drake,Drake
1193,Evil Ways,Evil Ways — Drake Featuring J. Cole,Drake
1194,Exes,Exes — Tate McRae,Tate McRae
1195,Red Button,Red Button — Drake,Drake
1196,The Shoe Fits,The Shoe Fits — Drake,Drake
1197,Stories About My Brother,Stories About My Brother — Drake,Drake
1198,Wick Man,Wick Man — Drake,Drake
1199,Where The Wild Things Are,Where The Wild Things Are — Luke Combs,Luke Combs
1200,"I Swear, I Really Wanted To Make A ""Rap"" Album But...","I Swear, I Really Wanted To Make A ""Rap"" Album But... — Andre 3000",Andre 3000
1201,You're Losing Me,You're Losing Me — Taylor Swift,Taylor Swift
1202,Labios Mordidos,Labios Mordidos — Kali Uchis & Karol G,Kali Uchis
1203,My House,My House — Beyonce,Beyonce
1204,"Everywhere, Everything","Everywhere, Everything — Noah Kahan With Gracie Abrams",Noah Kahan
1205,Mmhmm,Mmhmm — BigXthaPlug,BigXthaPlug
1206,Feather,Feather — Sabrina Carpenter,Sabrina Carpenter
1207,Everybody,Everybody — Nicki Minaj Featuring Lil Uzi Vert,Nicki Minaj
1208,Needle,Needle — Nicki Minaj Featuring Drake,Nicki Minaj
1209,FTCU,FTCU — Nicki Minaj,Nicki Minaj
1210,Barbie Dangerous,Barbie Dangerous — Nicki Minaj,Nicki Minaj
1211,Are You Gone Already,Are You Gone Already — Nicki Minaj,Nicki Minaj
1212,Let Me Calm Down,Let Me Calm Down — Nicki Minaj Featuring J. Cole,Nicki Minaj
1213,Beep Beep,Beep Beep — Nicki Minaj,Nicki Minaj
1214,Run For The Hills,Run For The Hills — Tate McRae,Tate McRae
1215,Big Difference,Big Difference — Nicki Minaj,Nicki Minaj
1216,Fallin 4 U,Fallin 4 U — Nicki Minaj,Nicki Minaj
1217,RNB,RNB — Nicki Minaj Featuring Lil Wayne & Tate Kobang,Nicki Minaj
1218,Pink Friday Girls,Pink Friday Girls — Nicki Minaj,Nicki Minaj
1219,Cowgirl,Cowgirl — Nicki Minaj Featuring Lourdiz,Nicki Minaj
1220,Pink Birthday,Pink Birthday — Nicki Minaj,Nicki Minaj
1221,Bahm Bahm,Bahm Bahm — Nicki Minaj,Nicki Minaj
1222,Bellakeo,Bellakeo — Peso Pluma & Anitta,Peso Pluma
1223,La Diabla,La Diabla — Xavi,Xavi
1224,Jingle Bells,Jingle Bells — Meghan Trainor,Meghan Trainor
1225,Crazy,Crazy — Lil Baby,Lil Baby
1226,Never Lose Me,Never Lose Me — Flo Milli,Flo Milli
1227,Lace It,"Lace It — Juice WRLD, Eminem & benny blanco",Juice WRLD
1228,Mind On You,Mind On You — George Birge,George Birge
1229,La Victima,La Victima — Xavi,Xavi
1230,Wondering Why,Wondering Why — The Red Clay Strays,The Red Clay Strays
1231,DJ Play A Christmas Song,DJ Play A Christmas Song — Cher,Cher
1232,Winter Wonderland,Winter Wonderland — Chloe,Chloe
1233,One Of The Girls,"One Of The Girls — The Weeknd, JENNIE & Lily Rose Depp",The Weeknd
1234,I Saw Mommy Kissing Santa Claus,I Saw Mommy Kissing Santa Claus — Jackson 5,Jackson 5
1235,(There's No Place Like) Home For The Holidays (1954),(There's No Place Like) Home For The Holidays (1954) — Perry Como With Mitchell Ayers And His Orchestra,Perry Como
1236,I Can Feel It,I Can Feel It — Kane Brown,Kane Brown
1237,23,23 — Chayce Beckham,Chayce Beckham
1238,Rompe La Dompe,"Rompe La Dompe — Peso Pluma, Junior H & Oscar Maydon",Peso Pluma
1239,Murder On The Dancefloor,Murder On The Dancefloor — Sophie Ellis-Bextor,Sophie Ellis-Bextor
1240,Wildflowers And Wild Horses,Wildflowers And Wild Horses — Lainey Wilson,Lainey Wilson
1241,Act II: Date @ 8,Act II: Date @ 8 — 4Batz,4Batz
1242,Coal,Coal — Dylan Gossett,Dylan Gossett
1243,When It Comes To You,When It Comes To You — Fridayy,Fridayy
1244,IDGAF,"IDGAF — Tee Grizzley, Mariah The Scientist & Chris Brown",Tee Grizzley
1245,"Yes, And?","Yes, And? — Ariana Grande",Ariana Grande
1246,Redrum,Redrum — 21 Savage,21 Savage
1247,Nee-nah,"Nee-nah — 21 Savage, Travis Scott & Metro Boomin",21 Savage
1248,All Of Me,All Of Me — 21 Savage,21 Savage
1249,N.H.I.E.,N.H.I.E. — 21 Savage & Doja Cat,21 Savage
1250,Igual Que Un Angel,Igual Que Un Angel — Kali Uchis & Peso Pluma,Kali Uchis
1251,Pop Ur Sht,"Pop Ur Sht — 21 Savage, Young Thug & Metro Boomin",21 Savage
1252,Sneaky,Sneaky — 21 Savage,21 Savage
1253,Dangerous,"Dangerous — 21 Savage, Lil Durk & Metro Boomin",21 Savage
1254,Should've Wore A Bonnet,Should've Wore A Bonnet — 21 Savage & Brent Faiyaz,21 Savage
1255,Prove It,Prove It — 21 Savage & Summer Walker,21 Savage
1256,Red Sky,"Red Sky — 21 Savage, Tommy Newport & Mikky Ekko",21 Savage
1257,Letter To My Brudda,Letter To My Brudda — 21 Savage,21 Savage
1258,See The Real,See The Real — 21 Savage,21 Savage
1259,Just Like Me,"Just Like Me — 21 Savage, Burna Boy & Metro Boomin",21 Savage
1260,J Christ,J Christ — Lil Nas X,Lil Nas X
1261,Dark Days,Dark Days — 21 Savage & Mariah The Scientist,21 Savage
1262,02.02.99,02.02.99 — That Mexican OT,That Mexican OT
1263,Made For Me,Made For Me — Muni Long,Muni Long
1264,Beautiful Things,Beautiful Things — Benson Boone,Benson Boone
1265,No Caller ID,No Caller ID — Megan Moroney,Megan Moroney
1266,Skin And Bones,Skin And Bones — David Kushner,David Kushner
1267,First Love,First Love — Oscar Ortiz X Edgardo Nunez,Oscar Ortiz
1268,Sensational,Sensational — Chris Brown Featuring Davido & Lojay,Chris Brown
1269,Hiss,Hiss — Megan Thee Stallion,Megan Thee Stallion
1270,Facts,Facts — Tom MacDonald X Ben Shapiro,Tom MacDonald
1271,Selfish,Selfish — Justin Timberlake,Justin Timberlake
1272,Big Foot,Big Foot — Nicki Minaj,Nicki Minaj
1273,Spin You Around (1/24),Spin You Around (1/24) — Morgan Wallen,Morgan Wallen
1274,Think U The Shit (Fart),Think U The Shit (Fart) — Ice Spice,Ice Spice
1275,Praise Jah In The Moonlight,Praise Jah In The Moonlight — YG Marley,YG Marley
1276,Home,Home — Good Neighbours,Good Neighbours
1277,One Call,One Call — Rich Amiri,Rich Amiri
1278,Creek Will Rise,Creek Will Rise — Conner Smith,Conner Smith
1279,La Intencion,La Intencion — Christian Nodal & Peso Pluma,Christian Nodal
1280,All I Need Is You,All I Need Is You — Chris Janson,Chris Janson
1281,Bandit,Bandit — Don Toliver,Don Toliver
1282,Turn The Lights Back On,Turn The Lights Back On — Billy Joel,Billy Joel
1283,Get In With Me,Get In With Me — BossMan Dlow,BossMan Dlow
1284,A Cold Sunday,A Cold Sunday — Lil Yachty,Lil Yachty
1285,Scared To Start,Scared To Start — Michael Marcagi,Michael Marcagi
1286,Texas Hold 'Em,Texas Hold 'Em — Beyonce,Beyonce
1287,Carnival,Carnival — ¥$: Kanye West & Ty Dolla $ign,Kanye West
1288,Fuk Sumn,Fuk Sumn — ¥$: Kanye West & Ty Dolla $ign,Kanye West
1289,Back To Me,Back To Me — ¥$: Kanye West & Ty Dolla $ign,Kanye West
1290,Forever,Forever — Noah Kahan,Noah Kahan
1291,Talking,Talking — ¥$: Kanye West & Ty Dolla $ign Featuring North West,Kanye West
1292,Burn,Burn — ¥$: Kanye West & Ty Dolla $ign,Kanye West
1293,Vultures,Vultures — ¥$: Kanye West & Ty Dolla $ign Featuring Lil Durk & Bump J,Kanye West
1294,16 Carriages,16 Carriages — Beyonce,Beyonce
1295,Stars,Stars — ¥$: Kanye West & Ty Dolla $ign,Kanye West
1296,Do It,Do It — ¥$: Kanye West & Ty Dolla $ign,Kanye West
1297,Paid,Paid — ¥$: Kanye West & Ty Dolla $ign,Kanye West
1298,Keys To My Life,Keys To My Life — ¥$: Kanye West & Ty Dolla $ign,Kanye West
1299,Paperwork,Paperwork — ¥$: Kanye West & Ty Dolla $ign,Kanye West
1300,Beg Forgiveness,Beg Forgiveness — ¥$: Kanye West & Ty Dolla $ign,Kanye West
1301,Hoodrat,Hoodrat — ¥$: Kanye West & Ty Dolla $ign,Kanye West
1302,Problematic,Problematic — ¥$: Kanye West & Ty Dolla $ign,Kanye West
1303,You're Gonna Go Far,You're Gonna Go Far — Noah Kahan,Noah Kahan
1304,Yeah Glo!,Yeah Glo! — GloRilla,GloRilla
1305,Good (Don't Die),Good (Don't Die) — ¥$: Kanye West & Ty Dolla $ign,Kanye West
1306,King,King — ¥$: Kanye West & Ty Dolla $ign,Kanye West
1307,Sunday Service,Sunday Service — Latto,Latto
1308,Training Season,Training Season — Dua Lipa,Dua Lipa
1309,Whatever She Wants,Whatever She Wants — Bryson Tiller,Bryson Tiller
1310,Breathe,Breathe — Yeat,Yeat
1311,End Of Beginning,End Of Beginning — Djo,Djo
1312,Contigo,Contigo — Karol G & Tiesto,Karol G
1313,Bittersweet,Bittersweet — Gunna,Gunna
1314,Psycho CEO,Psycho CEO — Yeat,Yeat
1315,Tu Name,Tu Name — Fuerza Regida,Fuerza Regida
1316,Saturn,Saturn — SZA,SZA
1317,Holy Smokes,Holy Smokes — Bailey Zimmerman,Bailey Zimmerman
1318,Love On,Love On — Selena Gomez,Selena Gomez
1319,Old Days,Old Days — Lil Durk,Lil Durk
1320,Dont Let Me Go,Dont Let Me Go — mgk,Machine Gun Kelly
1321,Wine Into Whiskey,Wine Into Whiskey — Tucker Wetmore,Tucker Wetmore
1322,Let's Go,Let's Go — Key Glock,Key Glock
1323,Easy,Easy — LE SSERAFIM,LE SSERAFIM
1324,Like What (Freestyle),Like What (Freestyle) — Cardi B,Cardi B
1325,Overcompensate,Overcompensate — twenty one pilots,Twenty One Pilots
1326,Doctor (Work It Out),Doctor (Work It Out) — Pharrell & Miley Cyrus,Pharrell Williams
1327,Tucson Too Late,Tucson Too Late — Jordan Davis,Jordan Davis
1328,We Can't Be Friends (Wait For Your Love),We Can't Be Friends (Wait For Your Love) — Ariana Grande,Ariana Grande
1329,The Boy Is Mine,The Boy Is Mine — Ariana Grande,Ariana Grande
1330,Supernatural,Supernatural — Ariana Grande,Ariana Grande
1331,Eternal Sunshine,Eternal Sunshine — Ariana Grande,Ariana Grande
1332,Bye,Bye — Ariana Grande,Ariana Grande
1333,Don't Wanna Break Up Again,Don't Wanna Break Up Again — Ariana Grande,Ariana Grande
1334,True Story,True Story — Ariana Grande,Ariana Grande
1335,Imperfect For You,Imperfect For You — Ariana Grande,Ariana Grande
1336,Intro (End Of The World),Intro (End Of The World) — Ariana Grande,Ariana Grande
1337,I Wish I Hated You,I Wish I Hated You — Ariana Grande,Ariana Grande
1338,Ordinary Things,Ordinary Things — Ariana Grande Featuring Nonna,Ariana Grande
1339,Austin,Austin — Dasha,Dasha
1340,Back Then Right Now,Back Then Right Now — Tyler Hubbard,Tyler Hubbard
1341,Outskirts,Outskirts — Sam Hunt,Sam Hunt
1342,Enough (Miami),Enough (Miami) — Cardi B,Cardi B
1343,Get It Sexyy,Get It Sexyy — Sexyy Red,Sexyy Red
1344,Prada Dem,Prada Dem — Gunna Featuring Offset,Gunna
1345,FRI(END)S,FRI(END)S — V,V
1346,Deeper Well,Deeper Well — Kacey Musgraves,Kacey Musgraves
1347,Mr Pot Scraper,Mr Pot Scraper — BossMan Dlow,BossMan Dlow
1348,Baby Please,Baby Please — Ivan Cornejo,Ivan Cornejo
1349,We Ride,We Ride — Bryan Martin,Bryan Martin
1350,Gata Only,Gata Only — FloyyMenor X Cris Mj,FloyyMenor
1351,Like That,"Like That — Future, Metro Boomin & Kendrick Lamar",Future
1352,Type Shit,"Type Shit — Future, Metro Boomin, Travis Scott & Playboi Carti",Future
1353,Too Sweet,Too Sweet — Hozier,Hozier
1354,Cinderella,"Cinderella — Future, Metro Boomin & Travis Scott",Future
1355,We Don't Trust You,We Don't Trust You — Future & Metro Boomin,Future
1356,Young Metro,"Young Metro — Future, Metro Boomin & The Weeknd",Future
1357,Ice Attack,Ice Attack — Future & Metro Boomin,Future
1358,Obsessed,Obsessed — Olivia Rodrigo,Olivia Rodrigo
1359,Slimed In,Slimed In — Future & Metro Boomin,Future
1360,Claustrophobic,Claustrophobic — Future & Metro Boomin,Future
1361,Magic Don Juan (Princess Diana),Magic Don Juan (Princess Diana) — Future & Metro Boomin,Future
1362,Fried (She A Vibe),Fried (She A Vibe) — Future & Metro Boomin,Future
1363,Runnin Outta Time,Runnin Outta Time — Future & Metro Boomin,Future
1364,Everyday Hustle,"Everyday Hustle — Future, Metro Boomin & Rick Ross",Future
1365,GTA,GTA — Future & Metro Boomin,Future
1366,Ain't No Love,Ain't No Love — Future & Metro Boomin,Future
1367,Slow It Down,Slow It Down — Benson Boone,Benson Boone
1368,WTFYM,WTFYM — Future & Metro Boomin,Future
1369,Seen It All,Seen It All — Future & Metro Boomin,Future
1370,So American,So American — Olivia Rodrigo,Olivia Rodrigo
1371,Where My Twin @,Where My Twin @ — Future & Metro Boomin,Future
1372,La People II,"La People II — Peso Pluma, Tito Double P & Joel de La P",Peso Pluma
1373,I Like The Way You Kiss Me,I Like The Way You Kiss Me — Artemas,Artemas
1374,Punteria,Punteria — Shakira & Cardi B,Shakira
1375,Corazon de Piedra,Corazon de Piedra — Xavi,Xavi
1376,Stranger,Stranger — Olivia Rodrigo,Olivia Rodrigo
1377,Wildflower And Barley,Wildflower And Barley — Hozier & Allison Russell,Hozier
1378,Scared Of My Guitar,Scared Of My Guitar — Olivia Rodrigo,Olivia Rodrigo
1379,Best For Me,Best For Me — Joyner Lucas & Jelly Roll,Joyner Lucas
1380,Empire Now,Empire Now — Hozier,Hozier
1381,Girl I've Always Been,Girl I've Always Been — Olivia Rodrigo,Olivia Rodrigo
1382,II Most Wanted,II Most Wanted — Beyonce & Miley Cyrus,Beyonce
1383,Jolene,Jolene — Beyonce,Beyonce
1384,Levii's Jeans,Levii's Jeans — Beyonce & Post Malone,Beyonce
1385,Bodyguard,Bodyguard — Beyonce,Beyonce
1386,Blackbiird,"Blackbiird — Beyonce, Tanner Adell, Brittney Spencer, Tiera Kennedy & Reyna Roberts",Beyonce
1387,Ameriican Requiem,Ameriican Requiem — Beyonce,Beyonce
1388,Spaghettii,"Spaghettii — Beyonce, Linda Martell & Shaboozey",Beyonce
1389,Daughter,Daughter — Beyonce,Beyonce
1390,Ya Ya,Ya Ya — Beyonce,Beyonce
1391,Protector,Protector — Beyonce & Rumi Carter,Beyonce
1392,Tyrant,Tyrant — Beyonce & Dolly Parton,Beyonce
1393,Riiverdance,Riiverdance — Beyonce,Beyonce
1394,Alliigator Tears,Alliigator Tears — Beyonce,Beyonce
1395,My Rose,My Rose — Beyonce,Beyonce
1396,Just For Fun,Just For Fun — Beyonce & Willie Jones,Beyonce
1397,II Hands II Heaven,II Hands II Heaven — Beyonce,Beyonce
1398,Sweet * Honey * Buckiin',Sweet * Honey * Buckiin' — Beyonce & Shaboozey,Beyonce
1399,Flamenco,Flamenco — Beyonce,Beyonce
1400,Desert Eagle,Desert Eagle — Beyonce,Beyonce
1401,Oh Louisiana,Oh Louisiana — Beyonce,Beyonce
1402,I Luv It,I Luv It — Camila Cabello & Playboi Carti,Camila Cabello
1403,Amen,Amen — Beyonce,Beyonce
1404,Wind Up Missin' You,Wind Up Missin' You — Tucker Wetmore,Tucker Wetmore
1405,7 Minute Drill,7 Minute Drill — J. Cole,J. Cole
1406,Wanna Be,Wanna Be — GloRilla & Megan Thee Stallion,GloRilla
1407,Crocodile Tearz,Crocodile Tearz — J. Cole,J. Cole
1408,Huntin' Wabbitz,Huntin' Wabbitz — J. Cole,J. Cole
1409,Pricey,"Pricey — J. Cole Featuring Ari Lennox, Young Dro & Gucci Mane",J. Cole
1410,H.Y.B.,H.Y.B. — J. Cole Featuring Bas & Central Cee,J. Cole
1411,Ready '24,Ready '24 — J. Cole Featuring Cam'Ron,J. Cole
1412,Stickz N Stonez,Stickz N Stonez — J. Cole,J. Cole
1413,Fever,Fever — J. Cole,J. Cole
1414,Cry,Cry — Benson Boone,Benson Boone
1415,Pi,Pi — J. Cole Featuring Daylyt & Ab-Soul,J. Cole
1416,Stealth Mode,Stealth Mode — J. Cole Featuring Bas,J. Cole
1417,Trae The Truth In Ibiza,Trae The Truth In Ibiza — J. Cole,J. Cole
1418,3001,3001 — J. Cole,J. Cole
1419,Hell N Back,Hell N Back — Bakar Featuring Summer Walker,Bakar
1420,"Good Luck, Babe!","Good Luck, Babe! — Chappell Roan",Chappell Roan
1421,Halfway To Hell,Halfway To Hell — Jelly Roll,Jelly Roll
1422,Magnetic,Magnetic — ILLIT,ILLIT
1423,Bulletproof,Bulletproof — Nate Smith,Nate Smith
1424,Espresso,Espresso — Sabrina Carpenter,Sabrina Carpenter
1425,We Still Don't Trust You,"We Still Don't Trust You — Future, Metro Boomin & The Weeknd",Future
1426,A Bar Song (Tipsy),A Bar Song (Tipsy) — Shaboozey,Shaboozey
1427,Red Leather,"Red Leather — Future, Metro Boomin & J. Cole",Future
1428,Out Of My Hands,Out Of My Hands — Future & Metro Boomin,Future
1429,Illusion,Illusion — Dua Lipa,Dua Lipa
1430,Drink N Dance,Drink N Dance — Future & Metro Boomin,Future
1431,Jealous,Jealous — Future & Metro Boomin,Future
1432,Tell Ur Girlfriend,Tell Ur Girlfriend — Lay Bankz,Lay Bankz
1433,All My Life,"All My Life — Future, Metro Boomin & Lil Baby",Future
1434,All To Myself,"All To Myself — Future, Metro Boomin & The Weeknd",Future
1435,Show Of Hands,"Show Of Hands — Future, Metro Boomin & A$AP Rocky",Future
1436,Luv Bad Bitches,"Luv Bad Bitches — Future, Metro Boomin & Brownstone",Future
1437,This Sunday,This Sunday — Future & Metro Boomin,Future
1438,Overseas,Overseas — Ken Carson,Ken Carson
1439,Nights Like This,Nights Like This — Future & Metro Boomin,Future
1440,I Think I'm In Love With You,I Think I'm In Love With You — Chris Stapleton,Chris Stapleton
1441,Dirt Cheap,Dirt Cheap — Cody Johnson,Cody Johnson
1442,Feel It,Feel It — d4vd,d4vd
1443,Streets Made Me A King,Streets Made Me A King — Future & Metro Boomin,Future
1444,Came To The Party,Came To The Party — Future & Metro Boomin,Future
1445,Nobody Knows My Struggle,Nobody Knows My Struggle — Future & Metro Boomin,Future
1446,Fortnight,Fortnight — Taylor Swift Featuring Post Malone,Taylor Swift
1447,Down Bad,Down Bad — Taylor Swift,Taylor Swift
1448,I Can Do It With A Broken Heart,I Can Do It With A Broken Heart — Taylor Swift,Taylor Swift
1449,The Tortured Poets Department,The Tortured Poets Department — Taylor Swift,Taylor Swift
1450,"So Long, London","So Long, London — Taylor Swift",Taylor Swift
1451,My Boy Only Breaks His Favorite Toys,My Boy Only Breaks His Favorite Toys — Taylor Swift,Taylor Swift
1452,But Daddy I Love Him,But Daddy I Love Him — Taylor Swift,Taylor Swift
1453,Florida!!!,Florida!!! — Taylor Swift Featuring Florence + The Machine,Taylor Swift
1454,Who's Afraid Of Little Old Me?,Who's Afraid Of Little Old Me? — Taylor Swift,Taylor Swift
1455,Guilty As Sin?,Guilty As Sin? — Taylor Swift,Taylor Swift
1456,Fresh Out The Slammer,Fresh Out The Slammer — Taylor Swift,Taylor Swift
1457,loml,loml — Taylor Swift,Taylor Swift
1458,The Alchemy,The Alchemy — Taylor Swift,Taylor Swift
1459,The Smallest Man Who Ever Lived,The Smallest Man Who Ever Lived — Taylor Swift,Taylor Swift
1460,Push Ups,Push Ups — Drake,Drake
1461,I Can Fix Him (No Really I Can),I Can Fix Him (No Really I Can) — Taylor Swift,Taylor Swift
1462,Clara Bow,Clara Bow — Taylor Swift,Taylor Swift
1463,thanK you aIMee,thanK you aIMee — Taylor Swift,Taylor Swift
1464,So High School,So High School — Taylor Swift,Taylor Swift
1465,The Black Dog,The Black Dog — Taylor Swift,Taylor Swift
1466,imgonnagetyouback,imgonnagetyouback — Taylor Swift,Taylor Swift
1467,The Albatross,The Albatross — Taylor Swift,Taylor Swift
1468,The Prophecy,The Prophecy — Taylor Swift,Taylor Swift
1469,I Hate It Here,I Hate It Here — Taylor Swift,Taylor Swift
1470,How Did It End?,How Did It End? — Taylor Swift,Taylor Swift
1471,Chloe Or Sam Or Sophia Or Marcus,Chloe Or Sam Or Sophia Or Marcus — Taylor Swift,Taylor Swift
1472,I Look In People's Windows,I Look In People's Windows — Taylor Swift,Taylor Swift
1473,Cassandra,Cassandra — Taylor Swift,Taylor Swift
1474,Peter,Peter — Taylor Swift,Taylor Swift
1475,The Bolter,The Bolter — Taylor Swift,Taylor Swift
1476,The Manuscript,The Manuscript — Taylor Swift,Taylor Swift
1477,Robin,Robin — Taylor Swift,Taylor Swift
1478,Us Vs. Them,Us Vs. Them — $uicideBoy$,$uicideboy$
1479,Million Dollar Baby,Million Dollar Baby — Tommy Richman,Tommy Richman
1480,Euphoria,Euphoria — Kendrick Lamar,Kendrick Lamar
1481,Adivino,Adivino — Myke Towers & Bad Bunny,Myke Towers
1482,Okay,Okay — JT,JT
1483,Belong Together,Belong Together — Mark Ambor,Mark Ambor
1484,Not Like Us,Not Like Us — Kendrick Lamar,Kendrick Lamar
1485,Family Matters,Family Matters — Drake,Drake
1486,Meet The Grahams,Meet The Grahams — Kendrick Lamar,Kendrick Lamar
1487,Miles On It,Miles On It — Marshmello & Kane Brown,Marshmello
1488,Si No Quieres No,Si No Quieres No — Luis R Conriquez x Neton Vega,Luis R Conriquez
1489,Whatsapp (Wassam),Whatsapp (Wassam) — Gunna,Gunna
1490,Take Her Home,Take Her Home — Kenny Chesney,Kenny Chesney
1491,I Had Some Help,I Had Some Help — Post Malone Featuring Morgan Wallen,Post Malone
1492,One Of Wun,One Of Wun — Gunna,Gunna
1493,Boa,Boa — Megan Thee Stallion,Megan Thee Stallion
1494,On One Tonight,On One Tonight — Gunna,Gunna
1495,Neck On A Yacht,Neck On A Yacht — Gunna,Gunna
1496,Hakuna Matata,Hakuna Matata — Gunna,Gunna
1497,La Durango,"La Durango — Peso Pluma, Junior H & Eslabon Armado",Peso Pluma
1498,Collage,Collage — Gunna,Gunna
1499,Stargazing,Stargazing — Myles Smith,Myles Smith
1500,Lose My Breath,Lose My Breath — Stray Kids Featuring Charlie Puth,Stray Kids
1501,Back In The A,Back In The A — Gunna,Gunna
1502,Lunch,Lunch — Billie Eilish,Billie Eilish
1503,Chihiro,Chihiro — Billie Eilish,Billie Eilish
1504,Birds Of A Feather,Birds Of A Feather — Billie Eilish,Billie Eilish
1505,Wildflower,Wildflower — Billie Eilish,Billie Eilish
1506,Skinny,Skinny — Billie Eilish,Billie Eilish
1507,L'amour De Ma Vie,L'amour De Ma Vie — Billie Eilish,Billie Eilish
1508,Ain't No Love In Oklahoma,Ain't No Love In Oklahoma — Luke Combs,Luke Combs
1509,The Greatest,The Greatest — Billie Eilish,Billie Eilish
1510,Blue,Blue — Billie Eilish,Billie Eilish
1511,The Diner,The Diner — Billie Eilish,Billie Eilish
1512,Bittersuite,Bittersuite — Billie Eilish,Billie Eilish
1513,Sweet Dreams,Sweet Dreams — Koe Wetzel,Koe Wetzel
1514,Heat Stick,Heat Stick — Shoreline Mafia Presents OhGeesy & Fenix Flexin,Shoreline Mafia
1515,Pink Skies,Pink Skies — Zach Bryan,Zach Bryan
1516,BAND4BAND,BAND4BAND — Central Cee & Lil Baby,Central Cee
1517,U My Everything,U My Everything — Sexyy Red & Drake,Sexyy Red
1518,Si No Es Contigo,Si No Es Contigo — Cris Mj,Cris Mj
1519,The Craving,The Craving — Twenty One Pilots,Twenty One Pilots
1520,After Hours,After Hours — Kehlani,Kehlani
1521,Your Place,Your Place — Ashley Cooke,Ashley Cooke
1522,Attitude,Attitude — Don Toliver Featuring Charlie Wilson & Cash Cobain,Don Toliver
1523,Houdini,Houdini — Eminem,Eminem
1524,Red Wine Supernova,Red Wine Supernova — Chappell Roan,Chappell Roan
1525,Hot To Go!,Hot To Go! — Chappell Roan,Chappell Roan
1526,Nasty,Nasty — Tinashe,Tinashe
1527,The Door,The Door — Teddy Swims,Teddy Swims
1528,Let Your Boys Be Country,Let Your Boys Be Country — Jason Aldean,Jason Aldean
1529,Please Please Please,Please Please Please — Sabrina Carpenter,Sabrina Carpenter
1530,High Road,High Road — Koe Wetzel & Jessie Murph,Koe Wetzel
1531,Close To You,Close To You — Gracie Abrams,Gracie Abrams
1532,The Man He Sees In Me,The Man He Sees In Me — Luke Combs,Luke Combs
1533,Purple Gas,Purple Gas — Zach Bryan & Noeline Hofmann,Zach Bryan
1534,360,360 — Charli XCX,Charli xcx
1535,All My Life,All My Life — Falling In Reverse & Jelly Roll,Falling In Reverse
1536,Beautiful As You,Beautiful As You — Thomas Rhett,Thomas Rhett
1537,Never Let Go,Never Let Go — Jung Kook,Jung Kook
1538,Hang Tight Honey,Hang Tight Honey — Lainey Wilson,Lainey Wilson
1539,Whiskey Whiskey,Whiskey Whiskey — Moneybagg Yo Featuring Morgan Wallen,Moneybagg Yo
1540,I Am Not Okay,I Am Not Okay — Jelly Roll,Jelly Roll
