,song_id,main_artist,main_artist_ig,main_artist_yt,main_artist_tt
1118,Bahamas Promises — Drake,Drake,champagnepapi,@DrakeOfficial,
1119,Tried Our Best — Drake,Drake,champagnepapi,@DrakeOfficial,
1120,Members Only — Drake Featuring PARTYNEXTDOOR,Drake,champagnepapi,@DrakeOfficial,
1121,All The Parties — Drake Featuring Chief Keef,Drake,champagnepapi,@DrakeOfficial,
1122,Drew A Picasso — Drake,Drake,champagnepapi,@DrakeOfficial,
1123,Another Late Night — Drake Featuring Lil Yachty,Drake,champagnepapi,@DrakeOfficial,
1124,Away From Home — Drake,Drake,champagnepapi,@DrakeOfficial,
1125,BBL Love Interlude — Drake,Drake,champagnepapi,@DrakeOfficial,
1126,Polar Opposites — Drake,Drake,champagnepapi,@DrakeOfficial,
1127,Screw The World Interlude — Drake,Drake,champagnepapi,@DrakeOfficial,
1128,Wild Ones — Jessie Murph & Jelly Roll,Jessie Murph,jessiemurphhh,@JessieMurph,jessiemurphhh
1129,She Calls Me Back — Noah Kahan With Kacey Musgraves,Noah Kahan,noahkahanmusic,@NoahKahan,noahkahanmusic
1130,Y Lloro — Junior H,Junior H,juniorh,@JuniorH_Oficial,
1131,Monaco — Bad Bunny,Bad Bunny,badbunnypr,@BadBunnyPR,badbunny
1132,Fina — Bad Bunny & Young Miko,Bad Bunny,badbunnypr,@BadBunnyPR,badbunny
1133,Perro Negro — Bad Bunny & Feid,Bad Bunny,badbunnypr,@BadBunnyPR,badbunny
1134,Nadie Sabe — Bad Bunny,Bad Bunny,badbunnypr,@BadBunnyPR,badbunny
1135,Hibiki — Bad Bunny & Mora,Bad Bunny,badbunnypr,@BadBunnyPR,badbunny
1136,Mr. October — Bad Bunny,Bad Bunny,badbunnypr,@BadBunnyPR,badbunny
1137,Cybertruck — Bad Bunny,Bad Bunny,badbunnypr,@BadBunnyPR,badbunny
1138,Telefono Nuevo — Bad Bunny & Luar La L,Bad Bunny,badbunnypr,@BadBunnyPR,badbunny
1139,Baby Nueva — Bad Bunny,Bad Bunny,badbunnypr,@BadBunnyPR,badbunny
1140,Seda — Bad Bunny & Bryant Myers,Bad Bunny,badbunnypr,@BadBunnyPR,badbunny
1141,Say My Grace — Offset Featuring Travis Scott,Offset,offsetyrn,@OFFSETYRN,offsetyrn
1142,Gracias Por Nada — Bad Bunny,Bad Bunny,badbunnypr,@BadBunnyPR,badbunny
1143,Vou 787 — Bad Bunny,Bad Bunny,badbunnypr,@BadBunnyPR,badbunny
1144,Mercedes Carota — Bad Bunny & YOVNGCHIMI,Bad Bunny,badbunnypr,@BadBunnyPR,badbunny
1145,Los Pits — Bad Bunny,Bad Bunny,badbunnypr,@BadBunnyPR,badbunny
1146,No Me Quiero Casar — Bad Bunny,Bad Bunny,badbunnypr,@BadBunnyPR,badbunny
1147,Vuelve Candy B — Bad Bunny,Bad Bunny,badbunnypr,@BadBunnyPR,badbunny
1148,Baticano — Bad Bunny,Bad Bunny,badbunnypr,@BadBunnyPR,badbunny
1149,Thunder y Lightning — Bad Bunny & Eladio Carrion,Bad Bunny,badbunnypr,@BadBunnyPR,badbunny
1150,"Acho PR — Bad Bunny, Arcangel, De La Ghetto & Nengo Flow",Bad Bunny,badbunnypr,@BadBunnyPR,badbunny
1151,Worth It — Offset & Don Toliver,Offset,offsetyrn,@OFFSETYRN,offsetyrn
1152,"Too Much — The Kid LAROI, Jung Kook & Central Cee",The Kid LAROI,thekidlaroi,@TheKidLAROI,thekidlaroi
1153,Burn It Down — Parker McCollum,Parker McCollum,parkermccollum,@ParkerMcCollum,parkermccollum
1154,One Of Your Girls — Troye Sivan,Troye Sivan,troyesivan,@troyesivan,troyesivan
1155,Is It Over Now? (Taylor's Version) [From The Vault] — Taylor Swift,Taylor Swift,taylorswift,@TaylorSwift,taylorswift
1156,Now That We Don't Talk (Taylor's Version) [From The Vault] — Taylor Swift,Taylor Swift,taylorswift,@TaylorSwift,taylorswift
1157,Slut! (Taylor's Version) [From The Vault] — Taylor Swift,Taylor Swift,taylorswift,@TaylorSwift,taylorswift
1158,Say Don't Go (Taylor's Version) [From The Vault] — Taylor Swift,Taylor Swift,taylorswift,@TaylorSwift,taylorswift
1159,Bad Blood (Taylor's Version) — Taylor Swift,Taylor Swift,taylorswift,@TaylorSwift,taylorswift
1160,Style (Taylor's Version) — Taylor Swift,Taylor Swift,taylorswift,@TaylorSwift,taylorswift
1161,Suburban Legends (Taylor's Version) [From The Vault] — Taylor Swift,Taylor Swift,taylorswift,@TaylorSwift,taylorswift
1162,Blank Space (Taylor's Version) — Taylor Swift,Taylor Swift,taylorswift,@TaylorSwift,taylorswift
1163,Welcome To New York (Taylor's Version) — Taylor Swift,Taylor Swift,taylorswift,@TaylorSwift,taylorswift
1164,Out Of The Woods (Taylor's Version) — Taylor Swift,Taylor Swift,taylorswift,@TaylorSwift,taylorswift
1165,All You Had To Do Was Stay (Taylor's Version) — Taylor Swift,Taylor Swift,taylorswift,@TaylorSwift,taylorswift
1166,Shake It Off (Taylor's Version) — Taylor Swift,Taylor Swift,taylorswift,@TaylorSwift,taylorswift
1167,New Romantics (Taylor's Version) — Taylor Swift,Taylor Swift,taylorswift,@TaylorSwift,taylorswift
1168,Clean (Taylor's Version) — Taylor Swift,Taylor Swift,taylorswift,@TaylorSwift,taylorswift
1169,I Wish You Would (Taylor's Version) — Taylor Swift,Taylor Swift,taylorswift,@TaylorSwift,taylorswift
1170,I Know Places (Taylor's Version) — Taylor Swift,Taylor Swift,taylorswift,@TaylorSwift,taylorswift
1171,Wonderland (Taylor's Version) — Taylor Swift,Taylor Swift,taylorswift,@TaylorSwift,taylorswift
1172,How You Get The Girl (Taylor's Version) — Taylor Swift,Taylor Swift,taylorswift,@TaylorSwift,taylorswift
1173,This Is Halloween — The Citizens of Halloween,The Citizens of Halloween,,,
1174,You Are In Love (Taylor's Version) — Taylor Swift,Taylor Swift,taylorswift,@TaylorSwift,taylorswift
1175,World On Fire — Nate Smith,Nate Smith,natesmith,@natesmithmusic,natesmithmusic
1176,Mr. Take Ya B*tch — Lil Mabu & chriseanrock,Lil Mabu,lilmabu,@LilMabu,lilmabu
1177,Standing Next To You — Jung Kook,Jung Kook,mnijungkook,,jungkook
1178,Now And Then — The Beatles,The Beatles,thebeatles,@TheBeatles,thebeatles
1179,Cobra — Megan Thee Stallion,Megan Thee Stallion,theestallion,@megantheestallion,theestallion
1180,Harley Quinn — Fuerza Regida & Marshmello,Fuerza Regida,fuerzaregida,@FUERZAREGIDA,fuerzaregida
1181,Can't Catch Me Now — Olivia Rodrigo,Olivia Rodrigo,oliviarodrigo,@OliviaRodrigo,livbedumb
1182,Bleed — The Kid LAROI,The Kid LAROI,thekidlaroi,@TheKidLAROI,thekidlaroi
1183,We Don't Fight Anymore — Carly Pearce Featuring Chris Stapleton,Carly Pearce,carlypearce,@CarlyPearceOfficial,carlypearce
1184,Lovin On Me — Jack Harlow,Jack Harlow,jackharlow,@JackHarlow,missionaryjack
1185,Houdini — Dua Lipa,Dua Lipa,dualipa,@dualipa,dualipaofficial
1186,Northern Attitude — Noah Kahan With Hozier,Noah Kahan,noahkahanmusic,@NoahKahan,noahkahanmusic
1187,LALALALA — Stray Kids,Stray Kids,realstraykids,@StrayKids,jypestraykids
1188,Smurk Carter — Lil Durk,Lil Durk,lildurk,@LilDurk,lildurk
1189,Different 'Round Here — Riley Green Featuring Luke Combs,Riley Green,rileyduckman,@RileyGreenMusic,rileyduckman
1190,Better Than Ever — YoungBoy Never Broke Again & Rod Wave,YoungBoy Never Broke Again,nba_youngboy,@NbaYoungBoy,nbayoungboy
1191,Soak City (Do It) — 310babii,310babii,310babii,@310babii,310.babii
1192,You Broke My Heart — Drake,Drake,champagnepapi,@DrakeOfficial,
1193,Evil Ways — Drake Featuring J. Cole,Drake,champagnepapi,@DrakeOfficial,
1194,Exes — Tate McRae,Tate McRae,tatemcrae,@TateMcRae,tatemcrae
1195,Red Button — Drake,Drake,champagnepapi,@DrakeOfficial,
1196,The Shoe Fits — Drake,Drake,champagnepapi,@DrakeOfficial,
1197,Stories About My Brother — Drake,Drake,champagnepapi,@DrakeOfficial,
1198,Wick Man — Drake,Drake,champagnepapi,@DrakeOfficial,
1199,Where The Wild Things Are — Luke Combs,Luke Combs,lukecombs,@lukecombs,lukecombs
1200,"I Swear, I Really Wanted To Make A ""Rap"" Album But... — Andre 3000",Andre 3000,andre3000,@Andre-vc3pz,andre3000
1201,You're Losing Me — Taylor Swift,Taylor Swift,taylorswift,@TaylorSwift,taylorswift
1202,Labios Mordidos — Kali Uchis & Karol G,Kali Uchis,kaliuchis,@KALIUCHIS,kaliuchis
1203,My House — Beyonce,Beyonce,beyonce,@beyonce,beyonce
1204,"Everywhere, Everything — Noah Kahan With Gracie Abrams",Noah Kahan,noahkahanmusic,@NoahKahan,noahkahanmusic
1205,Mmhmm — BigXthaPlug,BigXthaPlug,bigxthaplug,@bigxthaplug,bigxthaplug_
1206,Feather — Sabrina Carpenter,Sabrina Carpenter,sabrinacarpenter,@sabrinacarpenter,sabrinacarpenter
1207,Everybody — Nicki Minaj Featuring Lil Uzi Vert,Nicki Minaj,nickiminaj,@nickiminaj,nickiminaj
1208,Needle — Nicki Minaj Featuring Drake,Nicki Minaj,nickiminaj,@nickiminaj,nickiminaj
1209,FTCU — Nicki Minaj,Nicki Minaj,nickiminaj,@nickiminaj,nickiminaj
1210,Barbie Dangerous — Nicki Minaj,Nicki Minaj,nickiminaj,@nickiminaj,nickiminaj
1211,Are You Gone Already — Nicki Minaj,Nicki Minaj,nickiminaj,@nickiminaj,nickiminaj
1212,Let Me Calm Down — Nicki Minaj Featuring J. Cole,Nicki Minaj,nickiminaj,@nickiminaj,nickiminaj
1213,Beep Beep — Nicki Minaj,Nicki Minaj,nickiminaj,@nickiminaj,nickiminaj
1214,Run For The Hills — Tate McRae,Tate McRae,tatemcrae,@TateMcRae,tatemcrae
1215,Big Difference — Nicki Minaj,Nicki Minaj,nickiminaj,@nickiminaj,nickiminaj
1216,Fallin 4 U — Nicki Minaj,Nicki Minaj,nickiminaj,@nickiminaj,nickiminaj
1217,RNB — Nicki Minaj Featuring Lil Wayne & Tate Kobang,Nicki Minaj,nickiminaj,@nickiminaj,nickiminaj
1218,Pink Friday Girls — Nicki Minaj,Nicki Minaj,nickiminaj,@nickiminaj,nickiminaj
1219,Cowgirl — Nicki Minaj Featuring Lourdiz,Nicki Minaj,nickiminaj,@nickiminaj,nickiminaj
1220,Pink Birthday — Nicki Minaj,Nicki Minaj,nickiminaj,@nickiminaj,nickiminaj
1221,Bahm Bahm — Nicki Minaj,Nicki Minaj,nickiminaj,@nickiminaj,nickiminaj
1222,Bellakeo — Peso Pluma & Anitta,Peso Pluma,pesopluma,@pesopluma_oficial,therealpesopluma
1223,La Diabla — Xavi,Xavi,xavioficial,@Xavi_Official,xaviiiofficial
1224,Jingle Bells — Meghan Trainor,Meghan Trainor,meghantrainor,@MeghanTrainor,meghantrainor
1225,Crazy — Lil Baby,Lil Baby,lilbaby,@LilBabyATL,lilbaby
1226,Never Lose Me — Flo Milli,Flo Milli,flomillishit,@FloMilli,flomillishit
1227,"Lace It — Juice WRLD, Eminem & benny blanco",Juice WRLD,juicewrld999,@JuiceWRLD,juicewrld999
1228,Mind On You — George Birge,George Birge,georgebirge,@georgebirge,georgebirgeofficial
1229,La Victima — Xavi,Xavi,xavioficial,@Xavi_Official,xaviiiofficial
1230,Wondering Why — The Red Clay Strays,The Red Clay Strays,redclaystrays,@RedClayStrays,theredclaystrays
1231,DJ Play A Christmas Song — Cher,Cher,cher,@cher,cher
1232,Winter Wonderland — Chloe,Chloe,chloebailey,@chloebaileywashere,chloebaileywashere
1233,"One Of The Girls — The Weeknd, JENNIE & Lily Rose Depp",The Weeknd,theweeknd,@TheWeeknd,theweeknd
1234,I Saw Mommy Kissing Santa Claus — Jackson 5,Jackson 5,thejacksons,@thejacksonslegacy,
1235,(There's No Place Like) Home For The Holidays (1954) — Perry Como With Mitchell Ayers And His Orchestra,Perry Como,,@PerryComo,
1236,I Can Feel It — Kane Brown,Kane Brown,kanebrown,@KaneBrown,kanebrown
1237,23 — Chayce Beckham,Chayce Beckham,chaycebeckhammusic,@ChayceBeckhamMusic,chaycebeckhammusic
1238,"Rompe La Dompe — Peso Pluma, Junior H & Oscar Maydon",Peso Pluma,pesopluma,@pesopluma_oficial,therealpesopluma
1239,Murder On The Dancefloor — Sophie Ellis-Bextor,Sophie Ellis-Bextor,sophieellisbextor,@sophieebofficial,sophieebtiktok
1240,Wildflowers And Wild Horses — Lainey Wilson,Lainey Wilson,laineywilson,@LaineyWilson,laineywilson
1241,Act II: Date @ 8 — 4Batz,4Batz,4batz,@4Batz,4batz
1242,Coal — Dylan Gossett,Dylan Gossett,dylangossett,@DylanGossettMusic,dylangossett
1243,When It Comes To You — Fridayy,Fridayy,fridayy,@fridayyofficial,fridayy
1244,"IDGAF — Tee Grizzley, Mariah The Scientist & Chris Brown",Tee Grizzley,teegrizzley,@TeeGrizzley,tee_grizzley
1245,"Yes, And? — Ariana Grande",Ariana Grande,arianagrande,@ArianaGrande,arianagrande
1246,Redrum — 21 Savage,21 Savage,21savage,@21savage,21savage
1247,"Nee-nah — 21 Savage, Travis Scott & Metro Boomin",21 Savage,21savage,@21savage,21savage
1248,All Of Me — 21 Savage,21 Savage,21savage,@21savage,21savage
1249,N.H.I.E. — 21 Savage & Doja Cat,21 Savage,21savage,@21savage,21savage
1250,Igual Que Un Angel — Kali Uchis & Peso Pluma,Kali Uchis,kaliuchis,@KALIUCHIS,kaliuchis
1251,"Pop Ur Sht — 21 Savage, Young Thug & Metro Boomin",21 Savage,21savage,@21savage,21savage
1252,Sneaky — 21 Savage,21 Savage,21savage,@21savage,21savage
1253,"Dangerous — 21 Savage, Lil Durk & Metro Boomin",21 Savage,21savage,@21savage,21savage
1254,Should've Wore A Bonnet — 21 Savage & Brent Faiyaz,21 Savage,21savage,@21savage,21savage
1255,Prove It — 21 Savage & Summer Walker,21 Savage,21savage,@21savage,21savage
1256,"Red Sky — 21 Savage, Tommy Newport & Mikky Ekko",21 Savage,21savage,@21savage,21savage
1257,Letter To My Brudda — 21 Savage,21 Savage,21savage,@21savage,21savage
1258,See The Real — 21 Savage,21 Savage,21savage,@21savage,21savage
1259,"Just Like Me — 21 Savage, Burna Boy & Metro Boomin",21 Savage,21savage,@21savage,21savage
1260,J Christ — Lil Nas X,Lil Nas X,lilnasx,@lilnasx,lilnasx
1261,Dark Days — 21 Savage & Mariah The Scientist,21 Savage,21savage,@21savage,21savage
1262,02.02.99 — That Mexican OT,That Mexican OT,thatmexicanot,@thatmexicanot,thatmexicanot
1263,Made For Me — Muni Long,Muni Long,munilong,@MuniLong,munilong
1264,Beautiful Things — Benson Boone,Benson Boone,bensonboone,@BensonBoone,bensonboone
1265,No Caller ID — Megan Moroney,Megan Moroney,megmoroney,@meganmoroney,megmoroney
1266,Skin And Bones — David Kushner,David Kushner,david.kushner,@david.kushner,davidkushner
1267,First Love — Oscar Ortiz X Edgardo Nunez,Oscar Ortiz,oscarortizoficial,@oscarortizYT,oscarortiz1.0
1268,Sensational — Chris Brown Featuring Davido & Lojay,Chris Brown,chrisbrownofficial,@ChrisBrownTV,chrisbrownofficial
1269,Hiss — Megan Thee Stallion,Megan Thee Stallion,theestallion,@megantheestallion,theestallion
1270,Facts — Tom MacDonald X Ben Shapiro,Tom MacDonald,hangovergang,@TomMacDonaldOfficial,hangovergang
1271,Selfish — Justin Timberlake,Justin Timberlake,justintimberlake,@JustinTimberlake,justintimberlake
1272,Big Foot — Nicki Minaj,Nicki Minaj,nickiminaj,@nickiminaj,nickiminaj
1273,Spin You Around (1/24) — Morgan Wallen,Morgan Wallen,morganwallen,@morganwallen,morganwallen
1274,Think U The Shit (Fart) — Ice Spice,Ice Spice,icespice,@IceSpice,icespicee
1275,Praise Jah In The Moonlight — YG Marley,YG Marley,ygmarley,@YGMarley,ygmarley8
1276,Home — Good Neighbours,Good Neighbours,wearegoodneighbours,@wearegoodneighbours,wearegoodneighbours
1277,One Call — Rich Amiri,Rich Amiri,richamiri,@RichAmiri,richamirii
1278,Creek Will Rise — Conner Smith,Conner Smith,connersmithmusic,@ConnerSmith,connersmith
1279,La Intencion — Christian Nodal & Peso Pluma,Christian Nodal,nodal,@ChristianNodal,nodal
1280,All I Need Is You — Chris Janson,Chris Janson,thechrisjanson,@TheChrisJanson,thechrisjanson
1281,Bandit — Don Toliver,Don Toliver,dontoliver,@dontolivermusic,dontolivermusic
1282,Turn The Lights Back On — Billy Joel,Billy Joel,billyjoel,@billyjoel,billyjoel
1283,Get In With Me — BossMan Dlow,BossMan Dlow,bossman_dlow,@bossmandlow,bossmandlow
1284,A Cold Sunday — Lil Yachty,Lil Yachty,lilyachty,@lilyachty,lilyachty
1285,Scared To Start — Michael Marcagi,Michael Marcagi,michaelmarcagimusic,@MichaelMarcagiMusic,michaelmarcagimusic
1286,Texas Hold 'Em — Beyonce,Beyonce,beyonce,@beyonce,beyonce
1287,Carnival — ¥$: Kanye West & Ty Dolla $ign,Kanye West,kanyewest,@kanyewest,ye
1288,Fuk Sumn — ¥$: Kanye West & Ty Dolla $ign,Kanye West,kanyewest,@kanyewest,ye
1289,Back To Me — ¥$: Kanye West & Ty Dolla $ign,Kanye West,kanyewest,@kanyewest,ye
1290,Forever — Noah Kahan,Noah Kahan,noahkahanmusic,@NoahKahan,noahkahanmusic
1291,Talking — ¥$: Kanye West & Ty Dolla $ign Featuring North West,Kanye West,kanyewest,@kanyewest,ye
1292,Burn — ¥$: Kanye West & Ty Dolla $ign,Kanye West,kanyewest,@kanyewest,ye
1293,Vultures — ¥$: Kanye West & Ty Dolla $ign Featuring Lil Durk & Bump J,Kanye West,kanyewest,@kanyewest,ye
1294,16 Carriages — Beyonce,Beyonce,beyonce,@beyonce,beyonce
1295,Stars — ¥$: Kanye West & Ty Dolla $ign,Kanye West,kanyewest,@kanyewest,ye
1296,Do It — ¥$: Kanye West & Ty Dolla $ign,Kanye West,kanyewest,@kanyewest,ye
1297,Paid — ¥$: Kanye West & Ty Dolla $ign,Kanye West,kanyewest,@kanyewest,ye
1298,Keys To My Life — ¥$: Kanye West & Ty Dolla $ign,Kanye West,kanyewest,@kanyewest,ye
1299,Paperwork — ¥$: Kanye West & Ty Dolla $ign,Kanye West,kanyewest,@kanyewest,ye
1300,Beg Forgiveness — ¥$: Kanye West & Ty Dolla $ign,Kanye West,kanyewest,@kanyewest,ye
1301,Hoodrat — ¥$: Kanye West & Ty Dolla $ign,Kanye West,kanyewest,@kanyewest,ye
1302,Problematic — ¥$: Kanye West & Ty Dolla $ign,Kanye West,kanyewest,@kanyewest,ye
1303,You're Gonna Go Far — Noah Kahan,Noah Kahan,noahkahanmusic,@NoahKahan,noahkahanmusic
1304,Yeah Glo! — GloRilla,GloRilla,glorillapimp,@theofficialGloRilla,glorilla03
1305,Good (Don't Die) — ¥$: Kanye West & Ty Dolla $ign,Kanye West,kanyewest,@kanyewest,ye
1306,King — ¥$: Kanye West & Ty Dolla $ign,Kanye West,kanyewest,@kanyewest,ye
1307,Sunday Service — Latto,Latto,latto,@Latto777,latto777
1308,Training Season — Dua Lipa,Dua Lipa,dualipa,@dualipa,dualipaofficial
1309,Whatever She Wants — Bryson Tiller,Bryson Tiller,brysontiller,@BrysonTiller,brysontiller
1310,Breathe — Yeat,Yeat,yeat,@yeatmusic3280,
1311,End Of Beginning — Djo,Djo,djotime,@djomusic887,djo_time
1312,Contigo — Karol G & Tiesto,Karol G,karolg,@KarolG,karolg
1313,Bittersweet — Gunna,Gunna,gunna,@GunnaOfficial,gunna
1314,Psycho CEO — Yeat,Yeat,yeat,@yeatmusic3280,
1315,Tu Name — Fuerza Regida,Fuerza Regida,fuerzaregida,@FUERZAREGIDA,fuerzaregida
1316,Saturn — SZA,SZA,sza,@sza,sza
1317,Holy Smokes — Bailey Zimmerman,Bailey Zimmerman,bailey.zimmerman,@BaileyZimmerman,bailey.zimmerman
1318,Love On — Selena Gomez,Selena Gomez,selenagomez,@selenagomez,selenagomez
1319,Old Days — Lil Durk,Lil Durk,lildurk,@LilDurk,lildurk
1320,Dont Let Me Go — mgk,Machine Gun Kelly,machinegunkelly,@mgk,mgk
1321,Wine Into Whiskey — Tucker Wetmore,Tucker Wetmore,tuckerwetmore,@TuckerWetmore,tuckerwetmore
1322,Let's Go — Key Glock,Key Glock,keyglock,@Gli5ock,keyglockreal
1323,Easy — LE SSERAFIM,LE SSERAFIM,le_sserafim,@LESSERAFIM_official,le_sserafim
1324,Like What (Freestyle) — Cardi B,Cardi B,iamcardib,@cardib,iamcardib
1325,Overcompensate — twenty one pilots,Twenty One Pilots,twentyonepilots,@twentyonepilots,twentyonepilots
1326,Doctor (Work It Out) — Pharrell & Miley Cyrus,Pharrell Williams,pharrell,@Pharrell,pharrell
1327,Tucson Too Late — Jordan Davis,Jordan Davis,jordandavisofficial,@jordandavisofficial,jordandavismusic
1328,We Can't Be Friends (Wait For Your Love) — Ariana Grande,Ariana Grande,arianagrande,@ArianaGrande,arianagrande
1329,The Boy Is Mine — Ariana Grande,Ariana Grande,arianagrande,@ArianaGrande,arianagrande
1330,Supernatural — Ariana Grande,Ariana Grande,arianagrande,@ArianaGrande,arianagrande
1331,Eternal Sunshine — Ariana Grande,Ariana Grande,arianagrande,@ArianaGrande,arianagrande
1332,Bye — Ariana Grande,Ariana Grande,arianagrande,@ArianaGrande,arianagrande
1333,Don't Wanna Break Up Again — Ariana Grande,Ariana Grande,arianagrande,@ArianaGrande,arianagrande
1334,True Story — Ariana Grande,Ariana Grande,arianagrande,@ArianaGrande,arianagrande
1335,Imperfect For You — Ariana Grande,Ariana Grande,arianagrande,@ArianaGrande,arianagrande
1336,Intro (End Of The World) — Ariana Grande,Ariana Grande,arianagrande,@ArianaGrande,arianagrande
1337,I Wish I Hated You — Ariana Grande,Ariana Grande,arianagrande,@ArianaGrande,arianagrande
1338,Ordinary Things — Ariana Grande Featuring Nonna,Ariana Grande,arianagrande,@ArianaGrande,arianagrande
1339,Austin — Dasha,Dasha,dashamusic,@dashamusicofficial,dasha
1340,Back Then Right Now — Tyler Hubbard,Tyler Hubbard,tylerhubbard,@TylerHubbardOfficial,tylerhubbard
1341,Outskirts — Sam Hunt,Sam Hunt,samhuntmusic,@SamHunt,samhuntmusic
1342,Enough (Miami) — Cardi B,Cardi B,iamcardib,@cardib,iamcardib
1343,Get It Sexyy — Sexyy Red,Sexyy Red,sexyyred,@SexyyRed,sexyyred314
1344,Prada Dem — Gunna Featuring Offset,Gunna,gunna,@GunnaOfficial,gunna
1345,FRI(END)S — V,V,thv,,
1346,Deeper Well — Kacey Musgraves,Kacey Musgraves,spaceykacey,@KaceyMusgraves,kaceymusgraves
1347,Mr Pot Scraper — BossMan Dlow,BossMan Dlow,bossman_dlow,@bossmandlow,bossmandlow
1348,Baby Please — Ivan Cornejo,Ivan Cornejo,ivancornejoo,@ivancornejoofficial,ivancornejooo
1349,We Ride — Bryan Martin,Bryan Martin,bryanmartinmusic,@BryanMartinMusic,bryanmartinmusic
1350,Gata Only — FloyyMenor X Cris Mj,FloyyMenor,floyymenor,@FloyyMenor,floyymenorys
1351,"Like That — Future, Metro Boomin & Kendrick Lamar",Future,,@officialfuturevideos,plutoouttahere
1352,"Type Shit — Future, Metro Boomin, Travis Scott & Playboi Carti",Future,,@officialfuturevideos,plutoouttahere
1353,Too Sweet — Hozier,Hozier,hozier,@hozier,hozierofficial
1354,"Cinderella — Future, Metro Boomin & Travis Scott",Future,,@officialfuturevideos,plutoouttahere
1355,We Don't Trust You — Future & Metro Boomin,Future,,@officialfuturevideos,plutoouttahere
1356,"Young Metro — Future, Metro Boomin & The Weeknd",Future,,@officialfuturevideos,plutoouttahere
1357,Ice Attack — Future & Metro Boomin,Future,,@officialfuturevideos,plutoouttahere
1358,Obsessed — Olivia Rodrigo,Olivia Rodrigo,oliviarodrigo,@OliviaRodrigo,livbedumb
1359,Slimed In — Future & Metro Boomin,Future,,@officialfuturevideos,plutoouttahere
1360,Claustrophobic — Future & Metro Boomin,Future,,@officialfuturevideos,plutoouttahere
1361,Magic Don Juan (Princess Diana) — Future & Metro Boomin,Future,,@officialfuturevideos,plutoouttahere
1362,Fried (She A Vibe) — Future & Metro Boomin,Future,,@officialfuturevideos,plutoouttahere
1363,Runnin Outta Time — Future & Metro Boomin,Future,,@officialfuturevideos,plutoouttahere
1364,"Everyday Hustle — Future, Metro Boomin & Rick Ross",Future,,@officialfuturevideos,plutoouttahere
1365,GTA — Future & Metro Boomin,Future,,@officialfuturevideos,plutoouttahere
1366,Ain't No Love — Future & Metro Boomin,Future,,@officialfuturevideos,plutoouttahere
1367,Slow It Down — Benson Boone,Benson Boone,bensonboone,@BensonBoone,bensonboone
1368,WTFYM — Future & Metro Boomin,Future,,@officialfuturevideos,plutoouttahere
1369,Seen It All — Future & Metro Boomin,Future,,@officialfuturevideos,plutoouttahere
1370,So American — Olivia Rodrigo,Olivia Rodrigo,oliviarodrigo,@OliviaRodrigo,livbedumb
1371,Where My Twin @ — Future & Metro Boomin,Future,,@officialfuturevideos,plutoouttahere
1372,"La People II — Peso Pluma, Tito Double P & Joel de La P",Peso Pluma,pesopluma,@pesopluma_oficial,therealpesopluma
1373,I Like The Way You Kiss Me — Artemas,Artemas,artemas___,@artemas___,artemasaltalt
1374,Punteria — Shakira & Cardi B,Shakira,shakira,@Shakira,shakira
1375,Corazon de Piedra — Xavi,Xavi,xavioficial,@Xavi_Official,xaviiiofficial
1376,Stranger — Olivia Rodrigo,Olivia Rodrigo,oliviarodrigo,@OliviaRodrigo,livbedumb
1377,Wildflower And Barley — Hozier & Allison Russell,Hozier,hozier,@hozier,hozierofficial
1378,Scared Of My Guitar — Olivia Rodrigo,Olivia Rodrigo,oliviarodrigo,@OliviaRodrigo,livbedumb
1379,Best For Me — Joyner Lucas & Jelly Roll,Joyner Lucas,joynerlucas,@JoynerLucasOfficial,joynerlucas
1380,Empire Now — Hozier,Hozier,hozier,@hozier,hozierofficial
1381,Girl I've Always Been — Olivia Rodrigo,Olivia Rodrigo,oliviarodrigo,@OliviaRodrigo,livbedumb
1382,II Most Wanted — Beyonce & Miley Cyrus,Beyonce,beyonce,@beyonce,beyonce
1383,Jolene — Beyonce,Beyonce,beyonce,@beyonce,beyonce
1384,Levii's Jeans — Beyonce & Post Malone,Beyonce,beyonce,@beyonce,beyonce
1385,Bodyguard — Beyonce,Beyonce,beyonce,@beyonce,beyonce
1386,"Blackbiird — Beyonce, Tanner Adell, Brittney Spencer, Tiera Kennedy & Reyna Roberts",Beyonce,beyonce,@beyonce,beyonce
1387,Ameriican Requiem — Beyonce,Beyonce,beyonce,@beyonce,beyonce
1388,"Spaghettii — Beyonce, Linda Martell & Shaboozey",Beyonce,beyonce,@beyonce,beyonce
1389,Daughter — Beyonce,Beyonce,beyonce,@beyonce,beyonce
1390,Ya Ya — Beyonce,Beyonce,beyonce,@beyonce,beyonce
1391,Protector — Beyonce & Rumi Carter,Beyonce,beyonce,@beyonce,beyonce
1392,Tyrant — Beyonce & Dolly Parton,Beyonce,beyonce,@beyonce,beyonce
1393,Riiverdance — Beyonce,Beyonce,beyonce,@beyonce,beyonce
1394,Alliigator Tears — Beyonce,Beyonce,beyonce,@beyonce,beyonce
1395,My Rose — Beyonce,Beyonce,beyonce,@beyonce,beyonce
1396,Just For Fun — Beyonce & Willie Jones,Beyonce,beyonce,@beyonce,beyonce
1397,II Hands II Heaven — Beyonce,Beyonce,beyonce,@beyonce,beyonce
1398,Sweet * Honey * Buckiin' — Beyonce & Shaboozey,Beyonce,beyonce,@beyonce,beyonce
